EXPORTED CROSS SECTION DATA
513 4 4
x coordinate
Electron QFL
Valence Band Energy
Conduction Band Energy
4.4920000000e-02 1.9873090828e-17 -1.4030143787e+00 1.9467763653e-02 
4.5010000000e-02 2.2525258356e-17 -1.4026940011e+00 1.9788144944e-02 
4.5020000000e-02 2.2307271984e-17 -1.4026678525e+00 1.9814293134e-02 
4.5110000000e-02 2.2307271984e-17 -1.4023496927e+00 2.0132446724e-02 
4.5120000000e-02 2.2743244728e-17 -1.4023237256e+00 2.0158413858e-02 
4.5210000000e-02 2.2743244728e-17 -1.4020077742e+00 2.0474365897e-02 
4.5220000000e-02 2.2307271984e-17 -1.4019819863e+00 2.0500154057e-02 
4.5310000000e-02 1.7002936928e-17 -1.4016682157e+00 2.0813929772e-02 
4.5320000000e-02 1.6348977817e-17 -1.4016426041e+00 2.0839541023e-02 
4.5410000000e-02 2.1653312872e-17 -1.4013309772e+00 2.1151165456e-02 
4.5420000000e-02 2.1871299244e-17 -1.4013055410e+00 2.1176601810e-02 
4.5510000000e-02 1.9219131716e-17 -1.4009960395e+00 2.1486099633e-02 
4.5520000000e-02 1.9001145345e-17 -1.4009707757e+00 2.1511363089e-02 
4.5610000000e-02 1.6348977817e-17 -1.4006633810e+00 2.1818758327e-02 
4.5620000000e-02 1.6566964188e-17 -1.4006382889e+00 2.1843850835e-02 
4.5710000000e-02 1.6566964188e-17 -1.4003329733e+00 2.2149167329e-02 
4.5720000000e-02 1.6566964188e-17 -1.4003080497e+00 2.2174090813e-02 
4.5810000000e-02 1.6566964188e-17 -1.4000047948e+00 2.2477351941e-02 
4.5820000000e-02 1.7438909672e-17 -1.3999800384e+00 2.2502108290e-02 
4.5910000000e-02 2.5395412256e-17 -1.3996788071e+00 2.2803337061e-02 
4.5920000000e-02 2.4741453139e-17 -1.3996542162e+00 2.2827928129e-02 
4.6010000000e-02 2.7393620667e-17 -1.3993549994e+00 2.3127146997e-02 
4.6020000000e-02 2.7829593411e-17 -1.3993305718e+00 2.3151574623e-02 
4.6110000000e-02 1.7220923300e-17 -1.3990333416e+00 2.3448805858e-02 
4.6120000000e-02 1.7438909672e-17 -1.3990090758e+00 2.3473071833e-02 
4.6210000000e-02 2.2743244728e-17 -1.3987138047e+00 2.3768337428e-02 
4.6220000000e-02 2.3179217472e-17 -1.3986896984e+00 2.3792443529e-02 
4.6310000000e-02 2.8483552528e-17 -1.3983963770e+00 2.4085764829e-02 
4.6320000000e-02 2.7829593411e-17 -1.3983724294e+00 2.4109712781e-02 
4.6410000000e-02 2.2525258356e-17 -1.3980810300e+00 2.4401111039e-02 
4.6420000000e-02 2.3179217472e-17 -1.3980572381e+00 2.4424902573e-02 
4.6510000000e-02 2.5831385000e-17 -1.3977677423e+00 2.4714398489e-02 
4.6520000000e-02 2.4741453139e-17 -1.3977441053e+00 2.4738035276e-02 
4.6610000000e-02 1.4132783028e-17 -1.3974564946e+00 2.5025649454e-02 
4.6620000000e-02 1.4132783028e-17 -1.3974330110e+00 2.5049133158e-02 
4.6710000000e-02 8.8284480276e-18 -1.3971472576e+00 2.5334885652e-02 
4.6720000000e-02 9.4824071441e-18 -1.3971239252e+00 2.5358217905e-02 
4.6810000000e-02 1.7438909672e-17 -1.3968400106e+00 2.5642128673e-02 
4.6820000000e-02 1.6784950556e-17 -1.3968168286e+00 2.5665311071e-02 
4.6910000000e-02 6.1762805090e-18 -1.3965347437e+00 2.5947399427e-02 
4.6920000000e-02 6.1762805090e-18 -1.3965117090e+00 2.5970433563e-02 
4.7010000000e-02 1.1480615500e-17 -1.3962314259e+00 2.6250718819e-02 
4.7020000000e-02 1.1916588244e-17 -1.3962085386e+00 2.6273606237e-02 
4.7110000000e-02 1.1916588244e-17 -1.3959300390e+00 2.6552107335e-02 
4.7120000000e-02 1.1916588244e-17 -1.3959072967e+00 2.6574849576e-02 
4.7210000000e-02 1.7220923300e-17 -1.3956305620e+00 2.6851584999e-02 
4.7220000000e-02 1.6784950556e-17 -1.3956079641e+00 2.6874183558e-02 
4.7310000000e-02 1.1480615500e-17 -1.3953329758e+00 2.7149171694e-02 
4.7320000000e-02 1.1480615500e-17 -1.3953105191e+00 2.7171628061e-02 
4.7410000000e-02 6.1762805090e-18 -1.3950372589e+00 2.7444886928e-02 
4.7420000000e-02 6.6122532533e-18 -1.3950149434e+00 2.7467202561e-02 
4.7510000000e-02 1.1916588244e-17 -1.3947433927e+00 2.7738749901e-02 
4.7520000000e-02 1.1480615500e-17 -1.3947212162e+00 2.7760926235e-02 
4.7610000000e-02 6.1762805090e-18 -1.3944513657e+00 2.8030779606e-02 
4.7620000000e-02 5.7403077700e-18 -1.3944293275e+00 2.8052818062e-02 
4.7710000000e-02 1.6348977817e-17 -1.3941611495e+00 2.8320994466e-02 
4.7720000000e-02 1.7220923300e-17 -1.3941392472e+00 2.8342896433e-02 
4.7810000000e-02 6.6122532533e-18 -1.3938727325e+00 2.8609412965e-02 
4.7820000000e-02 6.6122532533e-18 -1.3938509654e+00 2.8631179818e-02 
4.7910000000e-02 6.6122532533e-18 -1.3935860863e+00 2.8896053110e-02 
4.7920000000e-02 6.6122532533e-18 -1.3935644537e+00 2.8917686201e-02 
4.8010000000e-02 2.2525258356e-17 -1.3933012101e+00 2.9180932703e-02 
4.8020000000e-02 2.2525258356e-17 -1.3932797096e+00 2.9202433361e-02 
4.8110000000e-02 1.7220923300e-17 -1.3930180739e+00 2.9464069242e-02 
4.8120000000e-02 1.6784950556e-17 -1.3929967041e+00 2.9485438781e-02 
4.8210000000e-02 2.2089285611e-17 -1.3927366670e+00 2.9745479935e-02 
4.8220000000e-02 2.2525258356e-17 -1.3927154270e+00 2.9766719647e-02 
4.8310000000e-02 2.2525258356e-17 -1.3924569608e+00 3.0025181784e-02 
4.8320000000e-02 2.2525258356e-17 -1.3924358499e+00 3.0046292928e-02 
4.8410000000e-02 1.7220923300e-17 -1.3921789546e+00 3.0303191571e-02 
4.8420000000e-02 1.7220923300e-17 -1.3921579705e+00 3.0324175416e-02 
4.8510000000e-02 2.2525258356e-17 -1.3919026184e+00 3.0579525813e-02 
4.8520000000e-02 2.2525258356e-17 -1.3918817611e+00 3.0600383590e-02 
4.8610000000e-02 1.7220923300e-17 -1.3916279429e+00 3.0854200616e-02 
4.8620000000e-02 1.7220923300e-17 -1.3916072095e+00 3.0874933533e-02 
4.8710000000e-02 6.6122532533e-18 -1.3913549067e+00 3.1127232067e-02 
4.8720000000e-02 6.6122532533e-18 -1.3913342978e+00 3.1147841338e-02 
4.8810000000e-02 1.7220923300e-17 -1.3910835105e+00 3.1398635887e-02 
4.8820000000e-02 1.7656896044e-17 -1.3910630239e+00 3.1419122675e-02 
4.8910000000e-02 1.2352560989e-17 -1.3908137151e+00 3.1668427747e-02 
4.8920000000e-02 1.1480615500e-17 -1.3907933492e+00 3.1688793228e-02 
4.9010000000e-02 1.1480615500e-17 -1.3905455189e+00 3.1936622684e-02 
4.9020000000e-02 1.1916588244e-17 -1.3905252738e+00 3.1956867997e-02 
4.9110000000e-02 1.7220923300e-17 -1.3902789034e+00 3.2203236067e-02 
4.9120000000e-02 1.6784950556e-17 -1.3902587768e+00 3.2223362346e-02 
4.9210000000e-02 1.1480615500e-17 -1.3900138572e+00 3.2468282613e-02 
4.9220000000e-02 1.1044642761e-17 -1.3899938491e+00 3.2488290972e-02 
4.9310000000e-02 1.6348977817e-17 -1.3897503618e+00 3.2731776928e-02 
4.9320000000e-02 1.7656896044e-17 -1.3897304699e+00 3.2751668462e-02 
4.9410000000e-02 1.7656896044e-17 -1.3894884056e+00 3.2993733597e-02 
4.9420000000e-02 1.7656896044e-17 -1.3894686299e+00 3.3013509392e-02 
4.9510000000e-02 1.2352560989e-17 -1.3892279794e+00 3.3254166829e-02 
4.9520000000e-02 1.1916588244e-17 -1.3892083184e+00 3.3273827948e-02 
4.9610000000e-02 6.6122532533e-18 -1.3889690539e+00 3.3513090530e-02 
4.9620000000e-02 6.6122532533e-18 -1.3889495061e+00 3.3532638029e-02 
4.9710000000e-02 1.1916588244e-17 -1.3887116277e+00 3.3770518601e-02 
4.9720000000e-02 1.1480615500e-17 -1.3886921930e+00 3.3789953513e-02 
4.9810000000e-02 1.6784950556e-17 -1.3884556823e+00 3.4026464734e-02 
4.9820000000e-02 1.7656896044e-17 -1.3884363592e+00 3.4045788084e-02 
4.9910000000e-02 1.7656896044e-17 -1.3882011976e+00 3.4280942337e-02 
4.9920000000e-02 1.6784950556e-17 -1.3881819847e+00 3.4300155127e-02 
5.0010000000e-02 1.1480615500e-17 -1.3879481814e+00 3.4533964609e-02 
5.0020000000e-02 1.1044642761e-17 -1.3879290778e+00 3.4553067842e-02 
5.0110000000e-02 5.7403077700e-18 -1.3876965959e+00 3.4785544751e-02 
5.0120000000e-02 6.1762805090e-18 -1.3876778395e+00 3.4804301229e-02 
5.0210000000e-02 1.1480615500e-17 -1.3874495805e+00 3.5032559015e-02 
5.0220000000e-02 1.1916588244e-17 -1.3874300478e+00 3.5052091446e-02 
5.0310000000e-02 1.1916588244e-17 -1.3871923451e+00 3.5289792844e-02 
5.0320000000e-02 1.2352560989e-17 -1.3871720104e+00 3.5310128204e-02 
5.0420000000e-02 1.7656896044e-17 -1.3869245404e+00 3.5557601623e-02 
5.0430000000e-02 1.6348977817e-17 -1.3869033741e+00 3.5578767352e-02 
5.0530000000e-02 5.7403077700e-18 -1.3866457949e+00 3.5836347020e-02 
5.0540000000e-02 6.6122532533e-18 -1.3866237711e+00 3.5858371030e-02 
5.0650000000e-02 6.6122532533e-18 -1.3863557503e+00 3.6126396352e-02 
5.0660000000e-02 6.6122532533e-18 -1.3863328401e+00 3.6149306927e-02 
5.0780000000e-02 1.7220923300e-17 -1.3860540171e+00 3.6428122572e-02 
5.0790000000e-02 1.6784950556e-17 -1.3860301910e+00 3.6451948375e-02 
5.0910000000e-02 2.2089285611e-17 -1.3857402424e+00 3.6741902896e-02 
5.0920000000e-02 2.3397203844e-17 -1.3857154723e+00 3.6766672863e-02 
5.1040000000e-02 1.8092868789e-17 -1.3854140192e+00 3.7068118971e-02 
5.1060000000e-02 1.7220923300e-17 -1.3853882762e+00 3.7093862313e-02 
5.1190000000e-02 2.2525258356e-17 -1.3850749861e+00 3.7407155211e-02 
5.1200000000e-02 2.2961231100e-17 -1.3850482397e+00 3.7433901290e-02 
5.1340000000e-02 1.7656896044e-17 -1.3847227429e+00 3.7759398680e-02 
5.1350000000e-02 1.6784950556e-17 -1.3846949644e+00 3.7787176986e-02 
5.1490000000e-02 1.1480615500e-17 -1.3843569005e+00 3.8125237768e-02 
5.1510000000e-02 1.2352560989e-17 -1.3843280610e+00 3.8154077801e-02 
5.1660000000e-02 2.8265566156e-17 -1.3839770789e+00 3.8505061247e-02 
5.1670000000e-02 2.8265566156e-17 -1.3839471472e+00 3.8534992444e-02 
5.1830000000e-02 2.2961231100e-17 -1.3835828865e+00 3.8899256900e-02 
5.1840000000e-02 2.2961231100e-17 -1.3835518346e+00 3.8930308541e-02 
5.2010000000e-02 2.2961231100e-17 -1.3831739348e+00 3.9308210597e-02 
5.2030000000e-02 2.2961231100e-17 -1.3831417338e+00 3.9340411716e-02 
5.2200000000e-02 1.7656896044e-17 -1.3827498347e+00 3.9732304732e-02 
5.2210000000e-02 1.7656896044e-17 -1.3827164557e+00 3.9765683970e-02 
5.2400000000e-02 1.2352560989e-17 -1.3823102246e+00 4.0171916680e-02 
5.2410000000e-02 1.1916588244e-17 -1.3822756387e+00 4.0206502168e-02 
5.2600000000e-02 1.7220923300e-17 -1.3818547244e+00 4.0627417396e-02 
5.2620000000e-02 1.6784950556e-17 -1.3818189052e+00 4.0663236675e-02 
5.2820000000e-02 1.1480615500e-17 -1.3813829751e+00 4.1099169389e-02 
5.2840000000e-02 1.1916588244e-17 -1.3813458958e+00 4.1136249184e-02 
5.3050000000e-02 1.1916588244e-17 -1.3808946172e+00 4.1587525204e-02 
5.3070000000e-02 1.1480615500e-17 -1.3808562506e+00 4.1625891338e-02 
5.3290000000e-02 6.1762805090e-18 -1.3803893186e+00 4.2092825027e-02 
5.3310000000e-02 7.0482259976e-18 -1.3803496419e+00 4.2132502229e-02 
5.3540000000e-02 1.2352560989e-17 -1.3798667515e+00 4.2615394734e-02 
5.3560000000e-02 1.2788533733e-17 -1.3798257396e+00 4.2656406481e-02 
5.3800000000e-02 1.2788533733e-17 -1.3793265952e+00 4.3155543704e-02 
5.3820000000e-02 1.1916588244e-17 -1.3792842268e+00 4.3197912005e-02 
5.4070000000e-02 6.6122532533e-18 -1.3787685789e+00 4.3713562197e-02 
5.4090000000e-02 6.1762805090e-18 -1.3787248335e+00 4.3757307438e-02 
5.4360000000e-02 6.1762805090e-18 -1.3781924233e+00 4.4289718708e-02 
5.4380000000e-02 6.6122532533e-18 -1.3781472828e+00 4.4334859389e-02 
5.4660000000e-02 1.1916588244e-17 -1.3775978885e+00 4.4884257389e-02 
5.4680000000e-02 1.2352560989e-17 -1.3775513361e+00 4.4930809968e-02 
5.4970000000e-02 1.7656896044e-17 -1.3769847452e+00 4.5497395125e-02 
5.5000000000e-02 1.7656896044e-17 -1.3769367665e+00 4.5545373723e-02 
5.5300000000e-02 1.7656896044e-17 -1.3763528219e+00 4.6129318003e-02 
5.5330000000e-02 1.6784950556e-17 -1.3763034054e+00 4.6178734177e-02 
5.5640000000e-02 1.1480615500e-17 -1.3757019686e+00 4.6780178775e-02 
5.5670000000e-02 1.1044642761e-17 -1.3756511061e+00 4.6831041268e-02 
5.6000000000e-02 1.1044642761e-17 -1.3750320476e+00 4.7450092542e-02 
5.6030000000e-02 1.1480615500e-17 -1.3749797329e+00 4.7502406975e-02 
5.6380000000e-02 1.6784950556e-17 -1.3743430066e+00 4.8139133766e-02 
5.6410000000e-02 1.7656896044e-17 -1.3742892382e+00 4.8192902371e-02 
5.6780000000e-02 1.7656896044e-17 -1.3736348071e+00 4.8847331939e-02 
5.6810000000e-02 1.6348977817e-17 -1.3735795858e+00 4.8902553243e-02 
5.7190000000e-02 1.6348977817e-17 -1.3729074776e+00 4.9574667847e-02 
5.7230000000e-02 1.6348977817e-17 -1.3728508095e+00 4.9631336305e-02 
5.7630000000e-02 5.7403077700e-18 -1.3721610704e+00 5.0321068766e-02 
5.7660000000e-02 5.7403077700e-18 -1.3721029646e+00 5.0379174482e-02 
5.8080000000e-02 1.1044642761e-17 -1.3713957424e+00 5.1086404489e-02 
5.8120000000e-02 1.2352560989e-17 -1.3713362141e+00 5.1145932790e-02 
5.8560000000e-02 1.7438909696e-18 -1.3706116659e+00 5.1870481630e-02 
5.8600000000e-02 1.7438909696e-18 -1.3705507348e+00 5.1931412678e-02 
5.9060000000e-02 1.7438909696e-18 -1.3698091010e+00 5.2673039361e-02 
5.9100000000e-02 2.6158364506e-18 -1.3697467922e+00 5.2735347781e-02 
5.9580000000e-02 2.6158364506e-18 -1.3689883961e+00 5.3493743395e-02 
5.9620000000e-02 1.7438909696e-18 -1.3689247422e+00 5.3557397775e-02 
6.0130000000e-02 1.2352560989e-17 -1.3681499627e+00 5.4332179948e-02 
6.0170000000e-02 1.1480615500e-17 -1.3680850001e+00 5.4397142404e-02 
6.0700000000e-02 1.1480615500e-17 -1.3672942900e+00 5.5187850128e-02 
6.0750000000e-02 1.2352560989e-17 -1.3672280644e+00 5.5254075789e-02 
6.1300000000e-02 1.2352560989e-17 -1.3664219781e+00 5.6060162857e-02 
6.1350000000e-02 1.2352560989e-17 -1.3663545419e+00 5.6127599287e-02 
6.1930000000e-02 1.2352560989e-17 -1.3655337170e+00 5.6948427366e-02 
6.1980000000e-02 1.1480615500e-17 -1.3654651301e+00 5.7017014034e-02 
6.2590000000e-02 1.1480615500e-17 -1.3646302966e+00 5.7851846100e-02 
6.2640000000e-02 1.1480615500e-17 -1.3645606290e+00 5.7921513672e-02 
6.3280000000e-02 8.7194548101e-19 -1.3637126370e+00 5.8769505697e-02 
6.3330000000e-02 8.7194548101e-19 -1.3636419668e+00 5.8840175406e-02 
6.4000000000e-02 1.1480615500e-17 -1.3627817773e+00 5.9700368411e-02 
6.4060000000e-02 1.0608670019e-17 -1.3627101951e+00 5.9771951252e-02 
6.4760000000e-02 1.0608670019e-17 -1.3618388800e+00 6.0643261418e-02 
6.4820000000e-02 1.1480615500e-17 -1.3617664835e+00 6.0715657334e-02 
