EXPORTED CROSS SECTION DATA
284 4 4
x coordinate
Electron QFL
Valence Band Energy
Conduction Band Energy
1.2381700000e+00 -7.3415338680e-03 -4.6732772990e-01 6.1267227010e-01 
1.2468400000e+00 -6.5066294344e-03 -4.6824615740e-01 6.1175384260e-01 
1.2477900000e+00 -6.4222711722e-03 -4.6838092709e-01 6.1161907291e-01 
1.2564500000e+00 -5.6548857402e-03 -4.6945446663e-01 6.1054553337e-01 
1.2574000000e+00 -5.5777617350e-03 -4.6961060470e-01 6.1038939530e-01 
1.2660700000e+00 -4.8760651405e-03 -4.7085441223e-01 6.0914558777e-01 
1.2670200000e+00 -4.8059700275e-03 -4.7103411352e-01 6.0896588648e-01 
1.2756800000e+00 -4.1680970571e-03 -4.7246580203e-01 6.0753419797e-01 
1.2766300000e+00 -4.1048160823e-03 -4.7267161210e-01 6.0732838790e-01 
1.2853000000e+00 -3.5288178544e-03 -4.7431162917e-01 6.0568837083e-01 
1.2862500000e+00 -3.4721214347e-03 -4.7454650111e-01 6.0545349889e-01 
1.2949100000e+00 -2.9559166731e-03 -4.7641860734e-01 6.0358139266e-01 
1.2958600000e+00 -2.9055552190e-03 -4.7668597226e-01 6.0331402774e-01 
1.3045300000e+00 -2.4468837512e-03 -4.7881782153e-01 6.0118217847e-01 
1.3054800000e+00 -2.4025830669e-03 -4.7912167722e-01 6.0087832278e-01 
1.3141400000e+00 -1.9989641886e-03 -4.8154555373e-01 5.9845444627e-01 
1.3150900000e+00 -1.9604218058e-03 -4.8189057485e-01 5.9810942515e-01 
1.3237600000e+00 -1.6091208443e-03 -4.8464431483e-01 5.9535568517e-01 
1.3247100000e+00 -1.5760037113e-03 -4.8503599311e-01 5.9496400689e-01 
1.3333700000e+00 -1.2740102299e-03 -4.8816415883e-01 5.9183584117e-01 
1.3343300000e+00 -1.2459541220e-03 -4.8860898090e-01 5.9139101910e-01 
1.3429900000e+00 -9.8997545255e-04 -4.9216435821e-01 5.8783564179e-01 
1.3439400000e+00 -9.6658641134e-04 -4.9267003508e-01 5.8732996492e-01 
1.3526000000e+00 -7.5305914308e-04 -4.9671557412e-01 5.8328442588e-01 
1.3535600000e+00 -7.3391704888e-04 -4.9729133656e-01 5.8270866344e-01 
1.3622200000e+00 -5.5903829725e-04 -5.0190267375e-01 5.7809732625e-01 
1.3631700000e+00 -5.4370245092e-04 -5.0255966049e-01 5.7744033951e-01 
1.3718400000e+00 -4.0348036820e-04 -5.0782843874e-01 5.7217156126e-01 
1.3727900000e+00 -3.9149663327e-04 -5.0858020707e-01 5.7141979293e-01 
1.3814500000e+00 -2.8181800897e-04 -5.1461849795e-01 5.6538150205e-01 
1.3824000000e+00 -2.7272673041e-04 -5.1548170655e-01 5.6451829345e-01 
1.3910700000e+00 -1.8944010153e-04 -5.2242795966e-01 5.5757204034e-01 
1.3920200000e+00 -1.8278320833e-04 -5.2342329093e-01 5.5657670907e-01 
1.4006800000e+00 -1.2179818792e-04 -5.3145045477e-01 5.4854954523e-01 
1.4016300000e+00 -1.1712073110e-04 -5.3260387881e-01 5.4739612119e-01 
1.4103000000e+00 -7.4034123116e-05 -5.4193064269e-01 5.3806935731e-01 
1.4112500000e+00 -7.0906876367e-05 -5.4327517304e-01 5.3672482696e-01 
1.4199100000e+00 -4.1936875487e-05 -5.5418172489e-01 5.2581827511e-01 
1.4208600000e+00 -3.9978514032e-05 -5.5575990222e-01 5.2424009778e-01 
1.4295300000e+00 -2.1795737126e-05 -5.6861035659e-01 5.1138964341e-01 
1.4304800000e+00 -2.0671538150e-05 -5.7047782670e-01 5.0952217330e-01 
1.4391400000e+00 -1.0194176057e-05 -5.8575246482e-01 4.9424753518e-01 
1.4400900000e+00 -9.6141309009e-06 -5.8798327098e-01 4.9201672902e-01 
1.4487600000e+00 -4.1829320867e-06 -6.0632510870e-01 4.7367489130e-01 
1.4497100000e+00 -3.9209479080e-06 -6.0901981108e-01 4.7098018892e-01 
1.4583700000e+00 -1.4556662219e-06 -6.3130101431e-01 4.4869898569e-01 
1.4593300000e+00 -1.3556090495e-06 -6.3459995954e-01 4.4540004046e-01 
1.4679900000e+00 -4.1048680662e-07 -6.6201145447e-01 4.1798854553e-01 
1.4689400000e+00 -3.7962732255e-07 -6.6611900761e-01 4.1388099239e-01 
1.4776000000e+00 -8.7985892439e-08 -7.0026892265e-01 3.7973107735e-01 
1.4785600000e+00 -8.0790297850e-08 -7.0550598481e-01 3.7449401519e-01 
1.4872200000e+00 -1.3088361891e-08 -7.4842515759e-01 3.3157484241e-01 
1.4881700000e+00 -1.1946841708e-08 -7.5533108357e-01 3.2466891643e-01 
1.4968400000e+00 -1.2555316200e-09 -8.0868460366e-01 2.7131539634e-01 
1.4977800000e+00 -1.1545383766e-09 -8.1738417147e-01 2.6261582853e-01 
1.5064300000e+00 -1.8264827008e-10 -8.7182048720e-01 2.0817951280e-01 
1.5074400000e+00 -1.7776761675e-10 -8.7857224189e-01 2.0142775814e-01 
1.5166400000e+00 -1.1202869280e-10 -9.2682801577e-01 1.5317198426e-01 
1.5177200000e+00 -1.1135901105e-10 -9.2856404740e-01 1.5143595304e-01 
1.5275200000e+00 -1.0340077828e-10 -9.6210599419e-01 1.1789400625e-01 
1.5286700000e+00 -1.0289762858e-10 -9.6233775507e-01 1.1766224447e-01 
1.5391100000e+00 -9.8864949423e-11 -9.7136892100e-01 1.0863107853e-01 
1.5403400000e+00 -9.8355103861e-11 -9.7143051583e-01 1.0856948461e-01 
1.5514600000e+00 -9.3905595852e-11 -9.7796977159e-01 1.0203022886e-01 
1.5527600000e+00 -9.3381972152e-11 -9.7802102621e-01 1.0197897334e-01 
1.5646000000e+00 -8.8830336152e-11 -9.8486415571e-01 9.5135843835e-02 
1.5659900000e+00 -8.8290551207e-11 -9.8487720520e-01 9.5122794393e-02 
1.5786000000e+00 -8.3617484820e-11 -9.8642809318e-01 9.3571906682e-02 
1.5800800000e+00 -8.3042571549e-11 -9.8642965520e-01 9.3570345227e-02 
1.5935100000e+00 -7.7896589891e-11 -9.8655582311e-01 9.3444177135e-02 
1.5950800000e+00 -7.7279771714e-11 -9.8655611513e-01 9.3443884697e-02 
1.6093900000e+00 -7.1689135049e-11 -9.8656572623e-01 9.3434273414e-02 
1.6110700000e+00 -7.1028073195e-11 -9.8656587075e-01 9.3434129477e-02 
1.6263000000e+00 -6.5018228374e-11 -9.8656681231e-01 9.3433187648e-02 
1.6280900000e+00 -6.4310802248e-11 -9.8656691229e-01 9.3433087008e-02 
1.6443200000e+00 -5.7875904582e-11 -9.8656706366e-01 9.3432935728e-02 
1.6462200000e+00 -5.7119603808e-11 -9.8656711117e-01 9.3432888521e-02 
1.6635000000e+00 -5.0246723224e-11 -9.8656426397e-01 9.3435735991e-02 
1.6655900000e+00 -4.9413119884e-11 -9.8656377200e-01 9.3436228176e-02 
1.6845600000e+00 -4.1892404031e-11 -9.8649309476e-01 9.3506905056e-02 
1.6872500000e+00 -4.0794048880e-11 -9.8648875813e-01 9.3511241856e-02 
1.7117400000e+00 -3.0897988394e-11 -9.8607474098e-01 9.3925259638e-02 
1.7152200000e+00 -2.9318122411e-11 -9.8584967857e-01 9.4150321731e-02 
1.7468400000e+00 -7.3234253676e-12 -9.5617299710e-01 1.2382700293e-01 
1.7501400000e+00 -6.5816436880e-12 -9.5617021952e-01 1.2382978085e-01 
1.7801700000e+00 -3.2953181534e-12 -9.5598558218e-01 1.2401441818e-01 
1.7851200000e+00 -2.8412931289e-12 -9.5598559010e-01 1.2401440988e-01 
1.8301700000e+00 -1.2112157514e-12 -9.5598461971e-01 1.2401538027e-01 
1.8367700000e+00 -1.0243358659e-12 -9.5598464149e-01 1.2401535854e-01 
1.8968400000e+00 -3.5817062557e-13 -9.5598466402e-01 1.2401533601e-01 
1.9067300000e+00 -3.1247799123e-13 -9.5598457295e-01 1.2401542713e-01 
1.9968400000e+00 -1.4966058612e-13 -9.5598373861e-01 1.2401626147e-01 
